Language,StringOrStream,TestDataName,Repetitions,RepetitionIndex,SerializerName,SerializerVersion,TimeSer,TimeDeser,Size,TimeSerAndDeser,OpPerSecSer,OpPerSecDeser,OpPerSecSerAndDeser,MemoryPeakBytes,FidelityScore,DataTypeInstanceCount,TypeConfigHash,StreamMode,RunOrder,SchedulePosition
c,bytes,document,100,7,cbor-encode,0.11.0,6846,6543,457,13389,146070.698218,152835.090937,74688.176862,0,1.0,1,c4a54cdecc67,,134,1
c,bytes,document,100,7,zcbor,0.9,1356,7733,354,9089,737463.126844,129315.918790,110023.104852,0,1.0,1,c4a54cdecc67,,135,2
c,bytes,document,100,7,parson,1.5.3,16058,6597,460,22655,62274.255823,151584.053358,44140.366365,0,1.0,1,c4a54cdecc67,,136,3
c,bytes,document,100,7,avro-c,1.11.3,588,449,210,1037,1700680.272109,2227171.492205,964320.154291,0,1.0,1,c4a54cdecc67,,137,4
c,bytes,document,100,7,mpack,1.1,795,3737,335,4532,1257861.635220,267594.327000,220653.133274,0,1.0,1,c4a54cdecc67,,138,5
c,bytes,document,100,7,nanopb,0.4.9,608,249,166,857,1644736.842105,4016064.257028,1166861.143524,0,1.0,1,c4a54cdecc67,,139,6
c,bytes,document,100,7,cJSON,1.7.18,6691,5130,460,11821,149454.491107,194931.773879,84595.211911,0,1.0,1,c4a54cdecc67,,140,7
c,bytes,document,100,7,flatcc,0.6.1,472,117,236,589,2118644.067797,8547008.547009,1697792.869270,0,1.0,1,c4a54cdecc67,,141,8
c,bytes,document,100,7,msgpack-c,6.0.1,1234,2361,335,3595,810372.771475,423549.343499,278164.116829,0,1.0,1,c4a54cdecc67,,142,9
c,bytes,document,100,7,tinycbor,0.6.0,1099,7324,343,8423,909918.107370,136537.411251,118722.545411,0,1.0,1,c4a54cdecc67,,143,10
c,bytes,document,100,7,protobuf-c,1.5.0,569,305,166,874,1757469.244288,3278688.524590,1144164.759725,0,1.0,1,c4a54cdecc67,,144,11
c,bytes,document,100,7,yyjson,0.10.0,2770,1747,460,4517,361010.830325,572409.845449,221385.875581,0,1.0,1,c4a54cdecc67,,145,12
c,bytes,document,100,7,custom-binary,v2-1.0,194,105,207,299,5154639.175258,9523809.523810,3344481.605351,0,1.0,1,c4a54cdecc67,,146,13
c,bytes,document,100,7,libbson,1.27.5,3646,2912,577,6558,274273.176083,343406.593407,152485.513876,0,1.0,1,c4a54cdecc67,,147,14
c,bytes,document,100,7,protobuf-wire,wire-v2,591,294,166,885,1692047.377327,3401360.544218,1129943.502825,0,1.0,1,c4a54cdecc67,,148,15
c,bytes,document,100,7,ubj,1.0-min,244,158,244,402,4098360.655738,6329113.924051,2487562.189055,0,1.0,1,c4a54cdecc67,,149,16
c,bytes,document,100,7,jansson,2.14,10657,9617,460,20274,93835.038003,103982.530935,49324.257670,0,1.0,1,c4a54cdecc67,,150,17
c,bytes,document,100,7,qcbor,1.5.1,2712,5869,343,8581,368731.563422,170386.777986,116536.534203,0,1.0,1,c4a54cdecc67,,151,18
c,bytes,document,100,8,parson,1.5.3,14801,6049,460,20850,67563.002500,165316.581253,47961.630695,0,1.0,1,c4a54cdecc67,,152,0
c,bytes,document,100,8,cbor-encode,0.11.0,5994,6076,457,12070,166833.500167,164581.961817,82850.041425,0,1.0,1,c4a54cdecc67,,153,1
c,bytes,document,100,8,tinycbor,0.6.0,974,5765,343,6739,1026694.045175,173460.537728,148389.968838,0,1.0,1,c4a54cdecc67,,154,2
c,bytes,document,100,8,custom-binary,v2-1.0,182,106,207,288,5494505.494505,9433962.264151,3472222.222222,0,1.0,1,c4a54cdecc67,,155,3
c,bytes,document,100,8,yyjson,0.10.0,5863,1544,460,7407,170561.146171,647668.393782,135007.425408,0,1.0,1,c4a54cdecc67,,156,4
c,bytes,document,100,8,avro-c,1.11.3,569,557,210,1126,1757469.244288,1795332.136445,888099.467140,0,1.0,1,c4a54cdecc67,,157,5
c,bytes,document,100,8,qcbor,1.5.1,2493,5674,343,8167,401123.144805,176242.509693,122443.981878,0,1.0,1,c4a54cdecc67,,158,6
c,bytes,document,100,8,protobuf-wire,wire-v2,510,258,166,768,1960784.313725,3875968.992248,1302083.333333,0,1.0,1,c4a54cdecc67,,159,7
c,bytes,document,100,8,zcbor,0.9,1391,7038,354,8429,718907.260963,142085.819835,118638.035354,0,1.0,1,c4a54cdecc67,,160,8
c,bytes,document,100,8,json-c,0.15,8619,9937,460,18556,116022.740457,100633.994163,53890.924768,0,1.0,1,c4a54cdecc67,,161,9
c,bytes,document,100,8,nanopb,0.4.9,557,280,166,837,1795332.136445,3571428.571429,1194743.130227,0,1.0,1,c4a54cdecc67,,162,10
c,bytes,document,100,8,cJSON,1.7.18,6642,4220,460,10862,150557.061126,236966.824645,92064.076597,0,1.0,1,c4a54cdecc67,,163,11
c,bytes,document,100,8,ubj,1.0-min,216,164,244,380,4629629.629630,6097560.975610,2631578.947368,0,1.0,1,c4a54cdecc67,,164,12
c,bytes,document,100,8,jansson,2.14,9072,9024,460,18096,110229.276896,110815.602837,55260.831123,0,1.0,1,c4a54cdecc67,,165,13
c,bytes,document,100,8,msgpack-c,6.0.1,1159,2301,335,3460,862812.769629,434593.654933,289017.341040,0,1.0,1,c4a54cdecc67,,166,14
c,bytes,document,100,8,flatcc,0.6.1,552,84,236,636,1811594.202899,11904761.904762,1572327.044025,0,1.0,1,c4a54cdecc67,,167,15
c,bytes,document,100,8,protobuf-c,1.5.0,617,277,166,894,1620745.542950,3610108.303249,1118568.232662,0,1.0,1,c4a54cdecc67,,168,16
c,bytes,document,100,8,libbson,1.27.5,4026,2824,577,6850,248385.494287,354107.648725,145985.401460,0,1.0,1,c4a54cdecc67,,169,17
c,bytes,document,100,8,mpack,1.1,749,1458,335,2207,1335113.484646,685871.056241,453103.760761,0,1.0,1,c4a54cdecc67,,170,18
c,bytes,document,100,9,qcbor,1.5.1,2595,5976,343,8571,385356.454721,167336.010710,116672.500292,0,1.0,1,c4a54cdecc67,,171,0
c,bytes,document,100,9,avro-c,1.11.3,579,446,210,1025,1727115.716753,2242152.466368,975609.756098,0,1.0,1,c4a54cdecc67,,172,1
c,bytes,document,100,9,cJSON,1.7.18,5860,3827,460,9687,170648.464164,261301.280376,103231.134510,0,1.0,1,c4a54cdecc67,,173,2
c,bytes,document,100,9,ubj,1.0-min,178,151,244,329,5617977.528090,6622516.556291,3039513.677812,0,1.0,1,c4a54cdecc67,,174,3
c,bytes,document,100,9,nanopb,0.4.9,507,243,166,750,1972386.587771,4115226.337449,1333333.333333,0,1.0,1,c4a54cdecc67,,175,4
